"1","26","12","449","0","24","51"
"2","25","13","423","1","26","50"
"3","24","14","395","2","28","49"
"4","25","13","369","1","26","50"
"5","26","12","345","0","24","51"
"6","26","13","322","1","23","50"
"7","24","14","445","58","28","49"
"8","27","12","423","56","22","51"
"9","28","12","408","56","15","51"
"10","15","8","374","52","34","55"
"11","11","12","333","56","41","51"
"12","10","13","290","57","43","50"
"13","11","12","249","56","41","51"
"14","28","12","235","56","14","51"
"15","12","0","178","44","57","63"
"16","11","4","117","48","59","59"
"17","26","13","77","57","40","50"
"18","26","13","38","57","39","50"
"19","26","13","0","57","38","50"
"20","26","13","83","4","28","50"
"21","26","12","56","3","27","51"
"22","25","13","29","4","27","50"
