"1","10","10","10","10","10","10"
"2","26","17","323","6","21","14"
"3","28","19","252","1","72","22"
"4","43","18","196","1","54","22"
"5","13","28","118","5","73","18"
"6","13","27","44","5","74","19"
"7","12","27","270","30","74","20"
"8","12","29","198","31","69","19"
"9","46","31","150","33","40","10"
"10","21","34","327","64","21","14"
"11","25","41","261","56","53","40"
"12","48","56","226","64","26","22"
"13","5","56","80","75","14","4"
"14","5","56","80","75","14","4"
"15","4","56","80","75","14","4"
"16","4","56","80","75","14","4"
"17","21","34","327","64","21","14"
"18","23","35","144","61","72","21"
"19","45","45","104","70","28","8"
"20","5","56","80","75","14","4"
"21","5","56","80","75","14","4"
"22","4","56","80","75","14","4"
"23","4","56","80","75","14","4"
"24","22","15","323","6","21","14"
"25","22","17","144","61","72","21"
"26","44","27","104","70","28","8"
"27","4","38","80","75","14","4"
"28","4","38","80","75","14","4"
"29","21","16","323","6","21","14"
"30","31","30","261","56","53","40"
"31","49","43","226","64","26","22"
"32","49","43","226","64","26","22"
"33","49","43","226","64","26","22"
"34","21","16","323","6","21","14"
"35","24","19","144","61","72","21"
"36","46","29","104","70","28","8"
"37","46","29","104","70","28","8"
"38","46","29","104","70","28","8"
