"1","0","0","3","29","4","8"
"2","0","0","8","29","4","8"
"3","0","0","13","29","4","8"
"4","0","0","18","29","4","8"
"5","0","0","23","29","4","8"
"6","0","0","28","29","4","8"
"7","0","0","33","29","4","8"
"8","0","0","38","29","4","8"
"9","0","0","43","29","4","8"
"10","0","0","48","29","4","8"
"11","0","0","3","38","4","8"
"12","0","0","8","38","4","8"
"13","0","0","13","38","4","8"
"14","0","0","18","38","4","8"
"15","0","0","23","38","4","8"
"16","0","0","28","38","4","8"
"17","0","0","33","38","4","8"
"18","0","0","38","38","4","8"
"19","0","0","43","38","4","8"
"20","0","0","48","38","4","8"
"21","0","0","10","51","6","11"
"22","0","0","17","51","5","11"
"23","0","0","23","51","6","11"
"24","0","0","30","51","6","11"
"25","0","0","37","51","6","11"
"26","0","0","44","51","6","11"
"27","0","0","51","51","6","11"
"28","0","0","58","51","6","11"
"29","0","0","65","51","6","11"
"30","0","0","72","51","6","11"
"31","36","23","0","0","102","26"
"32","84","34","61","27","7","7"
"33","84","34","69","27","7","7"
"34","64","30","81","27","50","5"
"35","64","30","81","33","50","5"
"36","64","30","81","39","50","5"
"37","64","30","81","45","50","5"
"38","64","30","81","51","50","5"
