"1","20","20","0","47","30","53"
"2","0","20","28","47","48","53"
"3","2","20","77","47","49","53"
"4","4","20","126","47","47","53"
"5","6","20","172","47","45","53"
"6","4","20","216","47","47","53"
"7","4","20","264","47","47","53"
"8","4","20","311","47","47","53"
"9","5","20","359","47","46","53"
"10","7","20","405","47","44","53"
"11","7","20","451","47","44","53"
"12","8","20","495","47","42","53"
"13","9","20","538","47","41","53"
"14","11","20","580","47","39","53"
"15","18","20","618","47","32","53"
"16","19","20","650","47","30","53"
"17","19","20","681","47","28","53"
"18","21","20","710","47","22","53"
"19","21","20","735","47","27","53"
"20","21","20","762","47","27","53"
"21","21","20","790","47","27","53"
"22","21","20","818","47","27","53"
"23","21","20","846","47","27","53"
"24","21","20","873","47","27","53"
"25","22","20","901","47","26","53"
"26","21","20","929","47","27","53"
"27","21","20","957","47","28","53"
"28","19","20","986","47","29","53"
"29","13","20","1017","47","35","53"
"30","4","20","1054","47","45","53"
"31","4","20","1100","47","46","53"
"32","6","20","1147","47","46","53"
"33","5","20","1194","47","47","53"
"34","4","20","1243","47","48","53"
"35","2","20","1293","47","50","53"
"36","1","20","1344","47","51","53"
"37","1","20","1396","47","52","53"
"38","1","20","1449","47","52","53"
"39","3","20","1503","47","50","53"
"40","7","20","1554","47","46","53"
"41","13","20","1600","47","36","53"
"42","15","20","1637","47","34","53"
"43","16","20","1671","47","33","53"
"44","16","20","1705","46","33","53"
"45","16","20","1738","46","33","53"
"46","16","20","1771","46","32","53"
"47","17","20","1803","46","31","53"
"48","17","20","1835","46","30","53"
"49","17","20","1865","47","31","53"
"50","11","20","1896","47","38","53"
"51","6","20","1933","47","43","53"
"52","8","20","1976","46","41","53"
"53","6","20","2016","46","42","53"
"54","7","20","2058","46","41","53"
"55","7","20","2100","46","43","53"
"56","9","20","2142","46","39","53"
"57","20","20","2184","47","28","53"
"58","19","20","2213","47","29","53"
"59","15","20","2242","47","34","53"
"60","10","20","2277","47","38","53"
"61","3","20","2314","47","45","53"
"62","3","20","2359","47","43","53"
"63","2","20","2402","47","44","53"
"64","3","20","2446","47","45","53"
"65","7","20","2491","47","44","53"
"66","7","20","2535","47","40","53"
"67","3","20","2575","47","47","53"
"68","9","20","2622","47","41","53"
"69","14","20","2664","47","38","53"
"70","18","20","2704","47","40","53"
"71","16","20","2745","47","45","53"
"72","16","20","2791","47","43","53"
"73","16","20","2835","47","42","53"
"74","16","20","2879","47","40","53"
"75","14","20","2920","47","40","53"
"76","14","20","2961","47","32","53"
"77","15","20","2994","47","29","53"
"78","21","20","3024","47","23","53"
"79","23","20","3049","47","21","53"
"80","16","20","3072","47","40","53"
"81","13","20","3113","47","40","53"
"82","14","20","3153","47","34","53"
"83","14","20","3188","47","34","53"
"84","20","20","3222","47","28","53"
"85","22","20","3251","47","26","53"
"86","3","20","3278","46","43","53"
"87","11","20","3322","47","35","53"
"88","12","20","3357","47","30","53"
"89","17","20","3388","47","26","53"
"90","20","20","3415","47","23","53"
"91","22","20","3439","47","22","53"
"92","21","20","3462","47","23","53"
"93","19","20","3485","47","26","53"
"94","21","20","3512","47","22","53"
"95","19","20","3535","47","26","53"
"96","19","20","3562","47","26","53"
"97","20","20","3589","47","25","53"
"98","22","20","3615","47","23","53"
"99","22","20","3639","47","22","53"
"100","22","20","3662","47","22","53"
"101","21","20","3685","47","22","53"
"102","18","20","3709","47","24","53"
"103","10","20","3734","47","34","53"
"104","2","20","3769","47","48","53"
"105","4","20","3818","47","46","53"
"106","3","20","3866","47","47","53"
"107","4","20","3914","47","46","53"
"108","0","20","3965","47","46","53"
"109","0","20","4013","47","47","53"
"110","-1","20","4062","47","50","53"
"111","-1","20","4114","47","50","53"
"112","0","20","4164","47","49","53"
"113","1","20","4214","47","47","53"
"114","-2","20","4261","47","49","53"
"115","-7","12","4310","39","50","61"
"116","-8","7","4360","34","49","66"
"117","-7","4","4409","31","51","69"
"118","2","20","4460","47","49","53"
"119","2","20","4510","47","47","53"
"120","3","20","4557","47","44","53"
"121","7","20","4603","47","40","53"
"122","11","20","4642","47","35","53"
"123","22","20","4679","47","22","53"
"124","22","20","4702","47","28","53"
"125","22","20","4730","47","30","53"
"126","22","20","4761","47","28","53"
"127","22","20","4789","47","31","53"
"128","22","20","4820","47","39","53"
"129","22","20","4860","47","44","53"
"130","22","20","4904","47","28","53"
"131","19","20","4932","47","30","53"
"132","20","20","4963","47","32","53"
"133","21","20","4995","47","39","53"
"134","21","20","5035","47","42","53"
"135","8","20","5078","47","48","53"
"136","-2","20","5127","47","71","53"
"137","-5","16","5193","43","80","57"
"138","2","17","5274","42","56","58"
"139","7","10","5330","38","56","62"
"140","7","10","5385","38","57","62"
"141","0","10","5443","38","74","62"
"142","24","17","5517","49","43","51"
"143","24","8","5561","35","51","65"
"144","23","8","5612","35","25","65"
"145","23","8","5638","35","25","65"
"146","23","8","5664","35","25","65"
"147","23","8","5690","35","25","65"
"148","19","8","5715","35","29","65"
"149","13","8","5744","35","35","65"
"150","12","8","5780","35","36","65"
"151","12","8","5817","35","36","65"
"152","12","8","5854","35","36","65"
"153","8","8","5890","35","40","65"
"154","9","-27","5930","0","45","100"
"155","9","8","5974","35","40","65"
"156","5","8","6015","35","45","65"
"157","5","8","6061","35","46","65"
"158","12","8","6108","35","37","65"
"159","16","8","6146","35","34","65"
"160","9","8","6180","35","47","65"
"161","22","8","6228","35","33","65"
"162","18","8","6262","35","40","65"
"163","19","8","6303","35","40","65"
"164","20","8","6344","35","38","65"
"165","20","8","6383","35","42","65"
"166","17","8","6425","35","51","65"
"167","18","8","6477","35","36","65"
"168","2","8","6513","35","54","65"
"169","21","8","6567","35","39","65"
"170","21","8","6607","35","24","65"
"171","-38","8","6632","30","109","70"
"172","5","8","6743","35","43","65"
"173","5","8","6787","35","50","65"
"174","0","8","6838","35","55","65"
"175","1","8","6894","35","49","65"
"176","16","8","6944","35","44","65"
"177","16","8","6989","35","47","65"
"178","17","8","7037","35","41","65"
"179","17","8","7079","35","43","65"
"180","17","8","7123","35","47","65"
"181","6","8","7172","35","45","65"
"182","1","8","7218","35","64","65"
"183","9","8","7283","35","47","65"
"184","12","8","7331","35","44","65"
"185","14","8","7375","35","42","65"
"186","18","8","7418","35","38","65"
"187","22","8","7457","35","34","65"
"188","25","8","7493","35","28","65"
"189","25","8","7522","35","26","65"
"190","24","8","7549","35","25","65"
"191","22","8","7575","35","26","65"
"192","17","8","7603","35","30","65"
"193","4","8","7633","35","56","65"
"194","4","8","7690","35","53","65"
"195","6","9","7744","35","43","64"
"196","9","8","7788","35","41","65"
"197","10","8","7830","35","40","65"
"198","14","8","7871","35","36","65"
"199","16","8","7908","35","34","65"
"200","19","8","7943","35","27","65"
"201","19","8","7971","35","26","65"
"202","19","8","7998","35","26","65"
"203","18","8","8026","35","28","65"
"204","5","8","8055","35","42","65"
"205","-6","8","8098","35","64","65"
"206","-2","8","8163","35","51","65"
"207","-2","8","8215","35","52","65"
"208","1","8","8267","35","45","65"
"209","3","8","8313","35","57","65"
"210","3","8","8371","35","60","65"
"211","5","8","8432","35","48","65"
"212","7","6","8480","33","47","67"
"213","13","6","8528","33","36","67"
"214","13","6","8565","33","32","67"
"215","13","6","8598","33","32","67"
"216","13","6","8631","33","33","67"
"217","6","7","8665","33","40","67"
"218","11","7","8705","33","35","67"
"219","10","7","8741","33","36","67"
"220","14","7","8778","33","26","67"
"221","14","7","8804","33","33","67"
"222","12","6","8838","33","35","67"
"223","9","3","8873","33","40","67"
"224","14","7","8913","33","35","67"
"225","17","17","8949","33","28","67"
"226","15","7","8978","33","29","67"
